date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:41:28	71863/71863	---M-Z	200	added ('OK')	text/html	etag:W/%2202619358b10b24ed0d1c5937121191a7%22	https://sea-furniture.mysapo.net/dong-ho-miso-limited	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/dong-ho-miso-limited.html	(from https://sea-furniture.mysapo.net/)
09:41:28	47669/47669	---M-Z	200	added ('OK')	text/html	etag:W/%222627a3b78ed913d12529a69d0883cceb%22	https://sea-furniture.mysapo.net/search?query=vendor:Luxury	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/search09e6.html	(from https://sea-furniture.mysapo.net/)
09:41:28	83737/83737	---M-Z	200	added ('OK')	text/html	etag:W/%222d94f06a86253b49ac38c0e6fa5b8b6d%22	https://sea-furniture.mysapo.net/san-pham-hot	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/san-pham-hot.html	(from https://sea-furniture.mysapo.net/)
09:41:28	73046/73046	---M-Z	200	added ('OK')	text/html	etag:W/%2241efbc77c89bae9ee02d76a8756bded1%22	https://sea-furniture.mysapo.net/tu-giay-hobu	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/tu-giay-hobu.html	(from https://sea-furniture.mysapo.net/)
09:41:29	73321/73321	---M-Z	200	added ('OK')	text/html	etag:W/%22dbc20042a14cceabcfd72dfdd580c924%22	https://sea-furniture.mysapo.net/dong-ho-miso	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/dong-ho-miso.html	(from https://sea-furniture.mysapo.net/)
09:41:29	73317/73317	---M-Z	200	added ('OK')	text/html	etag:W/%223f4a546eea2b5c13ccdf45748385b836%22	https://sea-furniture.mysapo.net/dong-ho-tabu	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/dong-ho-tabu.html	(from https://sea-furniture.mysapo.net/)
09:41:29	73436/73436	---M-Z	200	added ('OK')	text/html	etag:W/%22a58e02c5d3d147b0c9fbb5dfa091e92d%22	https://sea-furniture.mysapo.net/sofa-don-alice	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/sofa-don-alice.html	(from https://sea-furniture.mysapo.net/)
09:41:30	78262/78262	---M-Z	200	added ('OK')	text/html	etag:W/%22b976434fc57ea77e2a3ba42d8eb8e7be%22	https://sea-furniture.mysapo.net/sofa-giuong-aurora	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/sofa-giuong-aurora.html	(from https://sea-furniture.mysapo.net/)
09:41:30	80432/80432	---M-Z	200	added ('OK')	text/html	etag:W/%22980e65030e2bcdd29420e136e3eae553%22	https://sea-furniture.mysapo.net/ban-aillen-02	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/ban-aillen-02.html	(from https://sea-furniture.mysapo.net/)
09:41:30	80570/80570	---M-Z	200	added ('OK')	text/html	etag:W/%22386b721f497f24e5d400b6e420d47b6e%22	https://sea-furniture.mysapo.net/ban-aillen-01	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/ban-aillen-01.html	(from https://sea-furniture.mysapo.net/)
09:41:31	80673/80673	---M-Z	200	added ('OK')	text/html	etag:W/%22c0e7776a549872dded370f677f255662%22	https://sea-furniture.mysapo.net/ban-binas	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/ban-binas.html	(from https://sea-furniture.mysapo.net/)
09:41:31	70183/70183	---M-Z	200	added ('OK')	text/html	etag:W/%22b90a3effd5c1b062e4bf68a7bc0cc1a7%22	https://sea-furniture.mysapo.net/ban-aillen	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/ban-aillen.html	(from https://sea-furniture.mysapo.net/)
09:41:32	52744/52744	---M-Z	200	added ('OK')	text/html	etag:W/%22429f81d685e827840ca4cc56a3767f34%22	https://sea-furniture.mysapo.net/search?query=vendor:Aillen	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/searchd2b0.html	(from https://sea-furniture.mysapo.net/)
09:41:32	54244/54244	---M-Z	200	added ('OK')	text/html	etag:W/%22d4f443a2c46d121c708862b12fa26c2c%22	https://sea-furniture.mysapo.net/meo-bao-quan-ve-sinh-cac-do-noi-that	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/meo-bao-quan-ve-sinh-cac-do-noi-that.html	(from https://sea-furniture.mysapo.net/)
09:41:32	52991/52991	---M-Z	200	added ('OK')	text/html	etag:W/%22a667dcaf0c1b07b6ff6ac797c3f73141%22	https://sea-furniture.mysapo.net/thu-thai-trong-chinh-can-ho-cua-ban	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/thu-thai-trong-chinh-can-ho-cua-ban.html	(from https://sea-furniture.mysapo.net/)
09:41:32	55109/55109	---M-Z	200	added ('OK')	text/html	etag:W/%22a781988ef12bd397d26db300d600a894%22	https://sea-furniture.mysapo.net/bao-quan-do-go-khi-do-am-khong-khi-cao	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/bao-quan-do-go-khi-do-am-khong-khi-cao.html	(from https://sea-furniture.mysapo.net/)
09:41:35	17105/17105	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Aug%202019%2003:09:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/policy1.png?1594608135913	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/policy126de.png	(from https://sea-furniture.mysapo.net/)
09:41:36	1634/1634	---M-Z	200	added ('OK')	application/javascript	etag:W/%22662-O39TOYGmLSTuzmnVhkH8sKDVJxA%22	https://unpkg.com/ionicons@4.4.8/dist/ionicons.js	C:/My%20Web%20Sites/abc/unpkg.com/ionicons@4.4.8/dist/ionicons.js	(from https://sea-furniture.mysapo.net/)
09:41:36	10064/10064	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Aug%202019%2003:09:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/policy3.png?1594608135913	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/policy326de.png	(from https://sea-furniture.mysapo.net/)
09:41:36	23782/23782	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Aug%202019%2003:09:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/policy2.png?1594608135913	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/policy226de.png	(from https://sea-furniture.mysapo.net/)
09:41:36	12308/12308	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Aug%202019%2003:09:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/policy4.png?1594608135913	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/policy426de.png	(from https://sea-furniture.mysapo.net/)
09:41:36	1636/1636	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2030%20Aug%202019%2003:09:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/appear.js?1594608135913	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/appear26de.js	(from https://sea-furniture.mysapo.net/)
09:41:37	82127/82127	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2030%20Aug%202019%2003:09:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/plugin.js?1594608135913	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/plugin26de.js	(from https://sea-furniture.mysapo.net/)
09:41:37	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2024%20Aug%202020%2002:41:36%20GMT	https://sea-furniture.mysapo.net/checkout	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/checkout.3e.delayed	(from https://sea-furniture.mysapo.net/)
09:41:38	7410/7410	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2030%20Aug%202019%2003:09:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/cs.script.js?1594608135913	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/cs.script26de.js	(from https://sea-furniture.mysapo.net/)
09:41:38	21057/21057	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2006%20Sep%202019%2003:51:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/api-jquery-custom.js?1594608135913	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/api-jquery-custom26de.js	(from https://sea-furniture.mysapo.net/)
09:41:38	17342/17342	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2006%20Sep%202019%2003:51:24%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/quickview.js?1594608135913	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/quickview26de.js	(from https://sea-furniture.mysapo.net/)
09:41:38	14538/14538	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4924-38ca%22	https://cdnjs.cloudflare.com/ajax/libs/ekko-lightbox/5.2.0/ekko-lightbox.min.js	C:/My%20Web%20Sites/abc/cdnjs.cloudflare.com/ajax/libs/ekko-lightbox/5.2.0/ekko-lightbox.min.js	(from https://sea-furniture.mysapo.net/)
09:41:39	35713/35713	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2006%20Sep%202019%2003:51:24%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/main.js?1594608135913	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/main26de.js	(from https://sea-furniture.mysapo.net/)
09:41:39	23022/23022	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2030%20Aug%202019%2003:09:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/jquery-flexslider-min.js?1594608135913	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/jquery-flexslider-min26de.js	(from https://sea-furniture.mysapo.net/)
09:41:39	13188/13188	---MC-	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1/webfont.js	C:/My%20Web%20Sites/abc/ajax.googleapis.com/ajax/libs/webfont/1/webfont.js	(from https://sea-furniture.mysapo.net/)
09:41:40	1632/1632	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4924-660%22	https://cdnjs.cloudflare.com/ajax/libs/ekko-lightbox/5.2.0/ekko-lightbox.min.css	C:/My%20Web%20Sites/abc/cdnjs.cloudflare.com/ajax/libs/ekko-lightbox/5.2.0/ekko-lightbox.min.css	(from https://sea-furniture.mysapo.net/)
09:41:40	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Mon,%2024%20Aug%202020%2002:41:40%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/owl.video.play.png	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/owl.video.play.png	(from http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/plugin.scss.css?1594608135913)
09:41:41	115/115	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Aug%202019%2003:09:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/ico-select.png?1567741880766	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/ico-select7070.png	(from http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/base.scss.css?1594608135913)
09:41:41	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Mon,%2024%20Aug%202020%2002:41:41%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/icon_tuvan.png?1567741880766	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/icon_tuvan7070.png	(from http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/base.scss.css?1594608135913)
09:41:42	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Mon,%2024%20Aug%202020%2002:41:41%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/bg_banner_top.png?1567741880766	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/bg_banner_top.4c7070.delayed	(from http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/style.scss.css?1594608135913)
09:41:42	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Mon,%2024%20Aug%202020%2002:41:42%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/banner_menu_1.png?1567741880766	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/banner_menu_17070.png	(from http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/style.scss.css?1594608135913)
09:41:42	141404/141404	---MCZ	200	added ('OK')	application/x-font-ttf	date:Fri,%2030%20Aug%202019%2003:09:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/product-san.ttf?1567741880766	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/product-san7070.ttf	(from http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/base.scss.css?1594608135913)
09:41:43	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Mon,%2024%20Aug%202020%2002:41:42%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/bg_titlehead.png?1567741880766	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/bg_titlehead7070.png	(from http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/style.scss.css?1594608135913)
09:41:43	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Mon,%2024%20Aug%202020%2002:41:43%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/bg_header-mobile.png?1567741880766	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/bg_header-mobile7070.png	(from http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/style.scss.css?1594608135913)
09:41:44	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Mon,%2024%20Aug%202020%2002:41:43%20GMT	http://bizweb.dktcdn.net/100/117/701/themes/571720/assets/btn-edit.png?1501665026589	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/117/701/themes/571720/assets/btn-editb19b.png	(from http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/style.scss.css?1594608135913)
09:41:45	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Mon,%2024%20Aug%202020%2002:41:44%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/bg_title.png?1567742590488	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/bg_title27c6.png	(from http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/module.scss.css?1594608135913)
09:41:45	0/-1	---M--	302	error ('')			https://sea-furniture.mysapo.net/checkout	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/checkout.54.delayed	(from https://sea-furniture.mysapo.net/gioi-thieu)
09:41:45	0/-1	---M--	302	error ('')			https://sea-furniture.mysapo.net/checkout	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/checkout.55.delayed	(from https://sea-furniture.mysapo.net/gioi-thieu)
09:41:45	0/-1	---M--	302	error ('')			https://sea-furniture.mysapo.net/checkout	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/checkout.56.delayed	(from https://sea-furniture.mysapo.net/collections/all)
09:41:45	0/-1	---M--	302	error ('')			https://sea-furniture.mysapo.net/checkout	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/checkout.57.delayed	(from https://sea-furniture.mysapo.net/collections/all)
09:41:45	4106/4106	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2030%20Aug%202019%2003:09:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/search_filter.js?1594608135913	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/search_filter26de.js	(from https://sea-furniture.mysapo.net/collections/all)
09:41:46	16930/16930	---MCZ	200	added ('OK')	text/css	date:Fri,%2030%20Aug%202019%2003:09:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/jquery-ui.min.css?1594608135913	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/jquery-ui.min26de.css	(from https://sea-furniture.mysapo.net/collections/all)
09:41:47	22225/22225	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2030%20Aug%202019%2003:09:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/jquery-ui.min.js?1594608135913	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/jquery-ui.min26de.js	(from https://sea-furniture.mysapo.net/collections/all)
09:41:48	20363/20363	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Aug%202019%2003:09:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/logo.png?1567741880766	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/logo7070.png	(from http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/responsive.scss.css?1594608135913)
09:41:48	1291/1291	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd494f-50b%22	http://cdnjs.cloudflare.com/ajax/libs/jqueryui-touch-punch/0.2.3/jquery.ui.touch-punch.min.js	C:/My%20Web%20Sites/abc/cdnjs.cloudflare.com/ajax/libs/jqueryui-touch-punch/0.2.3/jquery.ui.touch-punch.min.js	(from https://sea-furniture.mysapo.net/collections/all)
09:41:50	0/-1	---M--	302	error ('')			https://sea-furniture.mysapo.net/checkout	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/checkout.5d.delayed	(from https://sea-furniture.mysapo.net/sofa)
09:41:50	9076/9076	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2006%20Sep%202019%2003:51:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/col.js?1594608135913	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/col26de.js	(from https://sea-furniture.mysapo.net/collections/all)
09:41:50	141404/141404	---MCZ	200	added ('OK')	application/x-font-ttf	date:Fri,%2030%20Aug%202019%2003:09:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/product-san.ttf?1567742590488	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/product-san27c6.ttf	(from http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/module.scss.css?1594608135913)
09:41:52	151377/151377	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Aug%202019%2003:09:23%20GMT	http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/bg_breadcrumb.jpg?1567741880766	C:/My%20Web%20Sites/abc/bizweb.dktcdn.net/100/364/402/themes/733752/assets/bg_breadcrumb7070.jpg	(from http://bizweb.dktcdn.net/100/364/402/themes/733752/assets/style.scss.css?1594608135913)
09:41:52	73363/73363	---M-Z	200	added ('OK')	text/html	etag:W/%2252009a749d85ca46f7c6b92b49684a28%22	https://sea-furniture.mysapo.net/sofa-goc-bella	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/sofa-goc-bella.html	(from https://sea-furniture.mysapo.net/sofa)
09:41:52	67053/67053	---M-Z	200	added ('OK')	text/html	etag:W/%22b2c29fc8579636e8db36092ba81d2d85%22	https://sea-furniture.mysapo.net/sofa-bang-bella	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/sofa-bang-bella.html	(from https://sea-furniture.mysapo.net/sofa)
09:41:52	0/-1	---M--	302	error ('')			https://sea-furniture.mysapo.net/checkout	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/checkout.60.delayed	(from https://sea-furniture.mysapo.net/sofa)
09:41:52	0/-1	---M--	302	error ('')			https://sea-furniture.mysapo.net/checkout	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/checkout.61.delayed	(from https://sea-furniture.mysapo.net/sofa-giuong)
09:41:53	0/-1	---M--	302	error ('')			https://sea-furniture.mysapo.net/checkout	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/checkout.62.delayed	(from https://sea-furniture.mysapo.net/sofa-giuong)
09:41:53	0/-1	---M--	302	error ('')			https://sea-furniture.mysapo.net/checkout	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/checkout.63.delayed	(from https://sea-furniture.mysapo.net/sofa-bang)
09:41:53	0/-1	---M--	302	error ('')			https://sea-furniture.mysapo.net/checkout	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/checkout.64.delayed	(from https://sea-furniture.mysapo.net/sofa-bang)
09:41:53	0/-1	---M--	302	error ('')			https://sea-furniture.mysapo.net/checkout	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/checkout.65.delayed	(from https://sea-furniture.mysapo.net/sofa-don)
09:41:53	0/-1	---M--	302	error ('')			https://sea-furniture.mysapo.net/checkout	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/checkout.66.delayed	(from https://sea-furniture.mysapo.net/sofa-don)
09:41:53	0/-1	---M--	302	error ('')			https://sea-furniture.mysapo.net/checkout	C:/My%20Web%20Sites/abc/sea-furniture.mysapo.net/checkout.67.delayed	(from https://sea-furniture.mysapo.net/ghe)
